800.0,2674
800.067,2721
800.134,2741
800.201,2755
800.268,2771
800.335,2780
800.402,2808
800.469,2810
800.537,2822
800.604,2830
800.671,2816
800.738,2827
800.805,2831
800.872,2853
800.939,2831
801.006,2829
801.073,2826
801.14,2843
801.207,2837
801.274,2838
801.341,2836
801.408,2864
801.476,2828
801.543,2880
801.61,2861
801.677,2872
801.744,2861
801.811,2877
801.878,2850
801.945,2854
802.012,2870
802.079,2890
802.146,2865
802.213,2888
802.28,2892
802.347,2874
802.414,2908
802.482,2906
802.549,2894
802.616,2893
802.683,2894
802.75,2915
802.817,2899
802.884,2907
802.951,2892
803.018,2904
803.085,2899
803.152,2900
803.219,2915
803.286,2902
803.353,2900
803.421,2908
803.488,2903
803.555,2918
803.622,2901
803.689,2891
803.756,2896
803.823,2904
803.89,2888
803.957,2902
804.024,2894
804.091,2904
804.158,2922
804.225,2918
804.292,2924
804.359,2900
804.427,2907
804.494,2939
804.561,2901
804.628,2930
804.695,2916
804.762,2914
804.829,2934
804.896,2929
804.963,2924
805.03,2934
805.097,2926
805.164,2935
805.231,2921
805.298,2938
805.366,2903
805.433,2926
805.5,2939
805.567,2920
805.634,2899
805.701,2897
805.768,2904
805.835,2932
805.902,2940
805.969,2946
806.036,2921
806.103,2923
806.17,2942
806.237,2920
806.304,2910
806.372,2920
806.439,2927
806.506,2939
806.573,2930
806.64,2926
806.707,2938
806.774,2942
806.841,2935
806.908,2938
806.975,2945
807.042,2957
807.109,2938
807.176,2945
807.243,2948
807.311,2953
807.378,2936
807.445,2937
807.512,2947
807.579,2949
807.646,2945
807.713,2967
807.78,2948
807.847,2963
807.914,2958
807.981,2977
808.048,2984
808.115,2965
808.182,2977
808.249,2969
808.317,2980
808.384,2979
808.451,2968
808.518,2967
808.585,2969
808.652,2978
808.719,2976
808.786,2977
808.853,2982
808.92,2971
808.987,2970
809.054,2967
809.121,2981
809.188,3002
809.256,3014
809.323,3000
809.39,3004
809.457,2994
809.524,3004
809.591,2977
809.658,2997
809.725,2990
809.792,2995
809.859,3003
809.926,3007
809.993,2980
810.06,2997
810.127,2987
810.195,2966
810.262,2972
810.329,2967
810.396,2976
810.463,2956
810.53,2936
810.597,2953
810.664,2921
810.731,2895
810.798,2891
810.865,2840
810.932,2804
810.999,2791
811.066,2750
811.133,2699
811.201,2641
811.268,2597
811.335,2546
811.402,2501
811.469,2445
811.536,2385
811.603,2385
811.67,2304
811.737,2304
811.804,2271
811.871,2199
811.938,2146
812.005,2136
812.072,2124
812.14,2151
812.207,2198
812.274,2274
812.341,2345
812.408,2423
812.475,2493
812.542,2545
812.609,2612
812.676,2689
812.743,2734
812.81,2792
812.877,2823
812.944,2848
813.011,2875
813.078,2902
813.146,2960
813.213,2945
813.28,2965
813.347,2987
813.414,2995
813.481,2986
813.548,2974
813.615,2979
813.682,2999
813.749,3017
813.816,3045
813.883,3028
813.95,3013
814.017,3004
814.085,2996
814.152,3020
814.219,2995
814.286,3009
814.353,3017
814.42,3005
814.487,3011
814.554,3011
814.621,2998
814.688,2993
814.755,3004
814.822,2995
814.889,3031
814.956,3007
815.023,3020
815.091,3003
815.158,3026
815.225,3035
815.292,3023
815.359,3007
815.426,3013
815.493,3011
815.56,3014
815.627,3021
815.694,3018
815.761,2995
815.828,2980
815.895,2996
815.962,2978
816.03,3004
816.097,3006
816.164,3001
816.231,3010
816.298,2989
816.365,3001
816.432,3000
816.499,2988
816.566,3004
816.633,2992
816.7,2997
816.767,2989
816.834,2994
816.901,2996
816.968,2999
817.036,3013
817.103,2991
817.17,2994
817.237,3000
817.304,2985
817.371,2996
817.438,3001
817.505,3005
817.572,3020
817.639,2982
817.706,2999
817.773,2995
817.84,2999
817.907,2994
817.975,2979
818.042,3000
818.109,2977
818.176,2973
818.243,2976
818.31,2964
818.377,2966
818.444,2970
818.511,2958
818.578,2979
818.645,2985
818.712,2993
818.779,2985
818.846,3009
818.913,3003
818.981,3010
819.048,3003
819.115,3014
819.182,3006
819.249,2987
819.316,2989
819.383,3010
819.45,2997
819.517,2993
819.584,2999
819.651,3003
819.718,2990
819.785,3019
819.852,2995
819.92,2993
819.987,2987
820.054,2979
820.121,2986
820.188,3026
820.255,2994
820.322,3012
820.389,3004
820.456,3004
820.523,2997
820.59,2997
820.657,2982
820.724,3006
820.791,2999
820.858,2997
820.926,3005
820.993,3015
821.06,3007
821.127,3009
821.194,3004
821.261,2995
821.328,3024
821.395,3008
821.462,3007
821.529,3006
821.596,3001
821.663,3014
821.73,3024
821.797,3021
821.865,3002
821.932,3018
821.999,3010
822.066,3035
822.133,3030
822.2,3001
822.267,3007
822.334,3021
822.401,3025
822.468,3021
822.535,3021
822.602,3034
822.669,3040
822.736,3042
822.803,3023
822.871,3033
822.938,3040
823.005,3043
823.072,3051
823.139,3063
823.206,3053
823.273,3059
823.34,3070
823.407,3046
823.474,3077
823.541,3068
823.608,3076
823.675,3074
823.742,3057
823.81,3102
823.877,3084
823.944,3097
824.011,3083
824.078,3080
824.145,3101
824.212,3088
824.279,3089
824.346,3082
824.413,3089
824.48,3106
824.547,3077
824.614,3073
824.681,3052
824.748,3062
824.816,3066
824.883,3059
824.95,3056
825.017,3065
825.084,3059
825.151,3070
825.218,3053
825.285,3047
825.352,3049
825.419,3055
825.486,3049
825.553,3036
825.62,3069
825.687,3053
825.755,3072
825.822,3069
825.889,3037
825.956,3045
826.023,3048
826.09,3051
826.157,3042
826.224,3050
826.291,3038
826.358,3073
826.425,3042
826.492,3027
826.559,3059
826.626,3066
826.693,3073
826.761,3040
826.828,3037
826.895,3046
826.962,3058
827.029,3058
827.096,3054
827.163,3063
827.23,3050
827.297,3056
827.364,3061
827.431,3059
827.498,3059
827.565,3062
827.632,3085
827.7,3074
827.767,3081
827.834,3074
827.901,3081
827.968,3088
828.035,3067
828.102,3074
828.169,3094
828.236,3083
828.303,3084
828.37,3080
828.437,3083
828.504,3102
828.571,3117
828.638,3090
828.706,3106
828.773,3098
828.84,3084
828.907,3079
828.974,3066
829.041,3090
829.108,3077
829.175,3071
829.242,3068
829.309,3073
829.376,3050
829.443,3081
829.51,3071
829.577,3066
829.645,3079
829.712,3065
829.779,3073
829.846,3051
829.913,3076
829.98,3062
830.047,3065
830.114,3084
830.181,3067
830.248,3076
830.315,3073
830.382,3064
830.449,3078
830.516,3070
830.584,3073
830.651,3068
830.718,3078
830.785,3047
830.852,3059
830.919,3087
830.986,3058
831.053,3076
831.12,3056
831.187,3072
831.254,3076
831.321,3074
831.388,3068
831.455,3095
831.522,3073
831.59,3102
831.657,3101
831.724,3081
831.791,3086
831.858,3096
831.925,3093
831.992,3095
832.059,3092
832.126,3098
832.193,3088
832.26,3100
832.327,3088
832.394,3106
832.461,3076
832.529,3095
832.596,3110
832.663,3107
832.73,3127
832.797,3113
832.864,3117
832.931,3098
832.998,3110
833.065,3115
833.132,3110
833.199,3088
833.266,3121
833.333,3104
833.4,3108
833.467,3089
833.535,3106
833.602,3090
833.669,3113
833.736,3114
833.803,3098
833.87,3108
833.937,3104
834.004,3105
834.071,3091
834.138,3107
834.205,3142
834.272,3113
834.339,3124
834.406,3105
834.474,3105
834.541,3082
834.608,3103
834.675,3106
834.742,3121
834.809,3104
834.876,3113
834.943,3127
835.01,3142
835.077,3111
835.144,3089
835.211,3131
835.278,3108
835.345,3121
835.412,3106
835.48,3096
835.547,3131
835.614,3099
835.681,3111
835.748,3104
835.815,3088
835.882,3110
835.949,3082
836.016,3093
836.083,3099
836.15,3100
836.217,3087
836.284,3090
836.351,3097
836.419,3064
836.486,3171
836.553,3095
836.62,3102
836.687,3122
836.754,3105
836.821,3101
836.888,3103
836.955,3125
837.022,3124
837.089,3132
837.156,3103
837.223,3101
837.29,3130
837.357,3138
837.425,3112
837.492,3116
837.559,3098
837.626,3099
837.693,3112
837.76,3095
837.827,3102
837.894,3112
837.961,3090
838.028,3120
838.095,3084
838.162,3098
838.229,3085
838.296,3095
838.364,3098
838.431,3081
838.498,3113
838.565,3110
838.632,3113
838.699,3113
838.766,3096
838.833,3066
838.9,3110
838.967,3107
839.034,3082
839.101,3104
839.168,3088
839.235,3076
839.302,3099
839.37,3093
839.437,3093
839.504,3119
839.571,3115
839.638,3091
839.705,3094
839.772,3107
839.839,3077
839.906,3096
839.973,3100
840.04,3069
840.107,3095
840.174,3109
840.241,3115
840.309,3101
840.376,3109
840.443,3108
840.51,3110
840.577,3112
840.644,3121
840.711,3105
840.778,3102
840.845,3115
840.912,3109
840.979,3131
841.046,3114
841.113,3120
841.18,3104
841.247,3128
841.315,3113
841.382,3131
841.449,3122
841.516,3137
841.583,3112
841.65,3111
841.717,3117
841.784,3111
841.851,3125
841.918,3113
841.985,3098
842.052,3100
842.119,3114
842.186,3107
842.254,3101
842.321,3108
842.388,3105
842.455,3094
842.522,3102
842.589,3106
842.656,3110
842.723,3122
